id,articleType,image_path
kemeja_jeans_lengan_panjang_uk_1677945386_7cd2fbfe_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_jeans_lengan_panjang_uk_1677945386_7cd2fbfe_progressive_thumbnail.jpg
kemeja_jw_anderson_uniqlo_size_1693030796_abd47d33_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_jw_anderson_uniqlo_size_1693030796_abd47d33_progressive_thumbnail.jpg
kemeja_kantor_raggio_dest_abu__1675242264_4989b385_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_kantor_raggio_dest_abu__1675242264_4989b385_progressive_thumbnail.jpg
kemeja_katun__kemeja_second__k_1680020863_586fde48_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_katun__kemeja_second__k_1680020863_586fde48_progressive_thumbnail.jpg
kemeja_kerjakuliah_motif_kotak_1685351865_64b1e5bb_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_kerjakuliah_motif_kotak_1685351865_64b1e5bb_progressive_thumbnail.jpg
kemeja_kotakkotak_baju_bekas_b_1688629864_bb53638a_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_kotakkotak_baju_bekas_b_1688629864_bb53638a_progressive_thumbnail.jpg
kemeja_kotak_kotak_apc_second__1637812421_9038fbd9_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_kotak_kotak_apc_second__1637812421_9038fbd9_progressive_thumbnail.jpg
kemeja_kotak_kotak_lengan_pend_1677944779_7b1a24ed_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_kotak_kotak_lengan_pend_1677944779_7b1a24ed_progressive_thumbnail.jpg
kemeja_lapangan_lengan_pendek__1636472675_a4a5dacd_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lapangan_lengan_pendek__1636472675_a4a5dacd_progressive_thumbnail.jpg
kemeja_lapangan_pdl_outdoor_hi_1693139392_9c719ae6_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lapangan_pdl_outdoor_hi_1693139392_9c719ae6_progressive_thumbnail.jpg
kemeja_lengan_panjang_balencia_1642885726_9b6a8b90_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_balencia_1642885726_9b6a8b90_progressive_thumbnail.jpg
kemeja_lengan_panjang_bekas_li_1688352566_c43296eb_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_bekas_li_1688352566_c43296eb_progressive_thumbnail.jpg
kemeja_lengan_panjang_eksekuti_1688352419_04f8da7d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_eksekuti_1688352419_04f8da7d_progressive_thumbnail.jpg
kemeja_lengan_panjang_eksekuti_1688352511_7eccf2f6_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_eksekuti_1688352511_7eccf2f6_progressive_thumbnail.jpg
kemeja_lengan_panjang_flanel_s_1660371107_cd1e1c4f_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_flanel_s_1660371107_cd1e1c4f_progressive_thumbnail.jpg
kemeja_lengan_panjang_male__co_1654597794_048406c1_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_male__co_1654597794_048406c1_progressive_thumbnail.jpg
kemeja_lengan_panjang_pria_dra_1683402192_66d9043b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_pria_dra_1683402192_66d9043b_progressive_thumbnail.jpg
kemeja_lengan_panjang_sissy_ma_1691611955_2cb1a684_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_sissy_ma_1691611955_2cb1a684_progressive_thumbnail.jpg
kemeja_lengan_panjang_tk_bekas_1691612584_ffc2b123_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_tk_bekas_1691612584_ffc2b123_progressive_thumbnail.jpg
kemeja_lengan_panjang_zenith_h_1681009938_aafa2369_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_panjang_zenith_h_1681009938_aafa2369_progressive_thumbnail.jpg
kemeja_lengan_pendek_gu_bekas__1666970958_5d599b5b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_pendek_gu_bekas__1666970958_5d599b5b_progressive_thumbnail.jpg
kemeja_lengan_pendek_navy_merk_1677943390_85381da0_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_pendek_navy_merk_1677943390_85381da0_progressive_thumbnail.jpg
kemeja_lengan_pendek_pria_hita_1672042839_60dfa5ea_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_pendek_pria_hita_1672042839_60dfa5ea_progressive_thumbnail.jpg
kemeja_lengan_pendek_tommy_hil_1666971091_8679e8bb_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_pendek_tommy_hil_1666971091_8679e8bb_progressive_thumbnail.jpg
kemeja_lengan_pendek_vintage_v_1672043197_d9151c5b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_pendek_vintage_v_1672043197_d9151c5b_progressive_thumbnail.jpg
kemeja_lengan_pendek_volland_b_1691612117_467293a9_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lengan_pendek_volland_b_1691612117_467293a9_progressive_thumbnail.jpg
kemeja_levis_kotak_kotak_bekas_1666168312_e3e181f4_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_levis_kotak_kotak_bekas_1666168312_e3e181f4_progressive_thumbnail.jpg
kemeja_lyle__scott_classic_edi_1682745693_60ab9adf_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lyle__scott_classic_edi_1682745693_60ab9adf_progressive_thumbnail.jpg
kemeja_lyle__scott_second_beka_1680737732_4ae575b9_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lyle__scott_second_beka_1680737732_4ae575b9_progressive_thumbnail.jpg
kemeja_lyle__scott_second_beka_1680737770_6e3df7ab_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_lyle__scott_second_beka_1680737770_6e3df7ab_progressive_thumbnail.jpg
kemeja_mitsumine_longshirt_mit_1657014255_a7bc9c0f_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_mitsumine_longshirt_mit_1657014255_a7bc9c0f_progressive_thumbnail.jpg
kemeja_motif_bekas_second_prel_1694064139_489e75a9_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_bekas_second_prel_1694064139_489e75a9_progressive_thumbnail.jpg
kemeja_motif_bekas_second_prel_1694064556_12086334_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_bekas_second_prel_1694064556_12086334_progressive_thumbnail.jpg
kemeja_motif_bihoreau_second_b_1680738067_f20d2bcf_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_bihoreau_second_b_1680738067_f20d2bcf_progressive_thumbnail.jpg
kemeja_motif_desain_graphic_se_1672043055_dd31abcf_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_desain_graphic_se_1672043055_dd31abcf_progressive_thumbnail.jpg
kemeja_motif_peta_dunia_second_1672042952_305f4f9d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_peta_dunia_second_1672042952_305f4f9d_progressive_thumbnail.jpg
kemeja_motif_vintage_bekas_sec_1694064683_3f5dc53d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_vintage_bekas_sec_1694064683_3f5dc53d_progressive_thumbnail.jpg
kemeja_motif_vintage_bekas_sec_1694064800_2206db95_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_motif_vintage_bekas_sec_1694064800_2206db95_progressive_thumbnail.jpg
kemeja_nail_warna_hitam__cokla_1677943152_15daf8b4_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_nail_warna_hitam__cokla_1677943152_15daf8b4_progressive_thumbnail.jpg
kemeja_outdoor_asolo_size_l_se_1694696496_466bc0ab_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_outdoor_asolo_size_l_se_1694696496_466bc0ab_progressive_thumbnail.jpg
kemeja_outdoor_asolo_size_l_se_1694867317_f18d25b5_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_outdoor_asolo_size_l_se_1694867317_f18d25b5_progressive_thumbnail.jpg
kemeja_outdoor_buttondown__kem_1678855348_f2ff17c9_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_outdoor_buttondown__kem_1678855348_f2ff17c9_progressive_thumbnail.jpg
kemeja_outdoor_products_size_l_1694866542_4b0c5551_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_outdoor_products_size_l_1694866542_4b0c5551_progressive_thumbnail.jpg
kemeja_outdoor_products_size_l_1694867258_838243c9_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_outdoor_products_size_l_1694867258_838243c9_progressive_thumbnail.jpg
kemeja_outter_gu_second_bekas__1680738645_54b83e7b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_outter_gu_second_bekas__1680738645_54b83e7b_progressive_thumbnail.jpg
kemeja_oversize_bordir_motif_h_1678443529_d70a2fe0_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_oversize_bordir_motif_h_1678443529_d70a2fe0_progressive_thumbnail.jpg
kemeja_oversize_cewek_uniqlo_b_1679977580_47d1da2c_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_oversize_cewek_uniqlo_b_1679977580_47d1da2c_progressive_thumbnail.jpg
kemeja_pantai_hawai_excuse_bek_1690808002_c2aa7b2e_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pantai_hawai_excuse_bek_1690808002_c2aa7b2e_progressive_thumbnail.jpg
kemeja_pantai_hawai_kyu_ryu_so_1690808176_819d3ad6_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pantai_hawai_kyu_ryu_so_1690808176_819d3ad6_progressive_thumbnail.jpg
kemeja_pantai_hawai_vtg_rjc_be_1690808397_4d437882_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pantai_hawai_vtg_rjc_be_1690808397_4d437882_progressive_thumbnail.jpg
kemeja_pantai_uniqlo_full_prin_1684042411_fcd679e1_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pantai_uniqlo_full_prin_1684042411_fcd679e1_progressive_thumbnail.jpg
kemeja_pantai_vintage_wayne_se_1684042473_79eb8620_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pantai_vintage_wayne_se_1684042473_79eb8620_progressive_thumbnail.jpg
kemeja_pendek_fashion_bekas_pr_1666972947_ad395fbd_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pendek_fashion_bekas_pr_1666972947_ad395fbd_progressive_thumbnail.jpg
kemeja_pendek_hawaii_addit_bek_1666973034_ca0e920c_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pendek_hawaii_addit_bek_1666973034_ca0e920c_progressive_thumbnail.jpg
kemeja_pink_gap_garis_garis_si_1694495805_edb06acc_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pink_gap_garis_garis_si_1694495805_edb06acc_progressive_thumbnail.jpg
kemeja_pria_abercrombiefitch_s_1693138309_782a676c_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_abercrombiefitch_s_1693138309_782a676c_progressive_thumbnail.jpg
kemeja_pria_b_one_soul_size_l__1693138733_9b8be35c_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_b_one_soul_size_l__1693138733_9b8be35c_progressive_thumbnail.jpg
kemeja_pria_crocodile_motif_si_1691938946_ff1b54f1_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_crocodile_motif_si_1691938946_ff1b54f1_progressive_thumbnail.jpg
kemeja_pria_dickies_second_bek_1695597884_3fe1ceb5_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_dickies_second_bek_1695597884_3fe1ceb5_progressive_thumbnail.jpg
kemeja_pria_dongker_xl_merk_al_1656737389_48af7d58_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_dongker_xl_merk_al_1656737389_48af7d58_progressive_thumbnail.jpg
kemeja_pria_fila_second_bekas__1693229337_2a560896_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_fila_second_bekas__1693229337_2a560896_progressive_thumbnail.jpg
kemeja_pria_gap_size_l_second__1694496432_94e526ce_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_gap_size_l_second__1694496432_94e526ce_progressive_thumbnail.jpg
kemeja_pria_gap_size_l_second__1694496516_2f9e3050_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_gap_size_l_second__1694496516_2f9e3050_progressive_thumbnail.jpg
kemeja_pria_hawaii_paikaji_siz_1691645127_1016e565_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_hawaii_paikaji_siz_1691645127_1016e565_progressive_thumbnail.jpg
kemeja_pria_herbon_biru_muda_t_1684831009_ee42e378_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_herbon_biru_muda_t_1684831009_ee42e378_progressive_thumbnail.jpg
kemeja_pria_himz_herz_size_xl__1693138625_c4d8d229_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_himz_herz_size_xl__1693138625_c4d8d229_progressive_thumbnail.jpg
kemeja_pria_hitam_hm_size_m_se_1693062180_af893e9d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_hitam_hm_size_m_se_1693062180_af893e9d_progressive_thumbnail.jpg
kemeja_pria_kelty_second_bekas_1693229550_ad587464_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_kelty_second_bekas_1693229550_ad587464_progressive_thumbnail.jpg
kemeja_pria_light_pink_uniqlo__1680708051_28c2006a_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_light_pink_uniqlo__1680708051_28c2006a_progressive_thumbnail.jpg
kemeja_pria_thomas_smith_lenga_1682519926_3ef44bc1_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_thomas_smith_lenga_1682519926_3ef44bc1_progressive_thumbnail.jpg
kemeja_pria_uniqlo_hitam_size__1693032222_99ad2e94_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_uniqlo_hitam_size__1693032222_99ad2e94_progressive_thumbnail.jpg
kemeja_pria_uniqlo_size_m_seco_1693138843_6a94d59b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_uniqlo_size_m_seco_1693138843_6a94d59b_progressive_thumbnail.jpg
kemeja_pria_vintage_harvest_se_1692887270_290ce414_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_vintage_harvest_se_1692887270_290ce414_progressive_thumbnail.jpg
kemeja_pria_woll_basic_size_m__1691741590_711736a5_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_pria_woll_basic_size_m__1691741590_711736a5_progressive_thumbnail.jpg
kemeja_putih_azul_size_m_secon_1693030925_434f29f1_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_putih_azul_size_m_secon_1693030925_434f29f1_progressive_thumbnail.jpg
kemeja_putih_cowok_brand_leisi_1610103026_c15df196_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_putih_cowok_brand_leisi_1610103026_c15df196_progressive_thumbnail.jpg
kemeja_putih_gabrielle__bekas__1677941554_ac5a260d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_putih_gabrielle__bekas__1677941554_ac5a260d_progressive_thumbnail.jpg
kemeja_putih_motif_mc_bell_siz_1693031896_6b883249_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_putih_motif_mc_bell_siz_1693031896_6b883249_progressive_thumbnail.jpg
kemeja_putih_polos_bekas__nego_1677939942_963645f7_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_putih_polos_bekas__nego_1677939942_963645f7_progressive_thumbnail.jpg
kemeja_putih_pria_ikka_size_m__1693062052_1f75f7eb_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_putih_pria_ikka_size_m__1693062052_1f75f7eb_progressive_thumbnail.jpg
kemeja_ruentex_bekas_second_pr_1694063664_dc8a7b84_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_ruentex_bekas_second_pr_1694063664_dc8a7b84_progressive_thumbnail.jpg
kemeja_rusty__kemeja_surfing___1675688229_ca02ba9e_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_rusty__kemeja_surfing___1675688229_ca02ba9e_progressive_thumbnail.jpg
kemeja_saintpaint_ori_bekas_1668921337_01498fe3_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_saintpaint_ori_bekas_1668921337_01498fe3_progressive_thumbnail.jpg
kemeja_second_thrift_bekas_shi_1651236095_4536c4b7_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_second_thrift_bekas_shi_1651236095_4536c4b7_progressive_thumbnail.jpg
kemeja_style_homme_korea_secon_1680738109_d860562c_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_style_homme_korea_secon_1680738109_d860562c_progressive_thumbnail.jpg
kemeja_tangan_panjang_armani_j_1693139565_131f6736_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_armani_j_1693139565_131f6736_progressive_thumbnail.jpg
kemeja_tangan_panjang_armani_j_1693139653_0906a9f6_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_armani_j_1693139653_0906a9f6_progressive_thumbnail.jpg
kemeja_tangan_panjang_blue_cro_1675242562_c456ef5b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_blue_cro_1675242562_c456ef5b_progressive_thumbnail.jpg
kemeja_tangan_panjang_burberry_1675241290_d291418f_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_burberry_1675241290_d291418f_progressive_thumbnail.jpg
kemeja_tangan_panjang_colours__1670611299_7fc79454_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_colours__1670611299_7fc79454_progressive_thumbnail.jpg
kemeja_tangan_panjang_denim_su_1675242367_3a691fe3_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_denim_su_1675242367_3a691fe3_progressive_thumbnail.jpg
kemeja_tangan_panjang_dior_bek_1693139473_405d4ab5_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_dior_bek_1693139473_405d4ab5_progressive_thumbnail.jpg
kemeja_tangan_panjang_fullprin_1689016927_2679504b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_fullprin_1689016927_2679504b_progressive_thumbnail.jpg
kemeja_tangan_panjang_gap_cokl_1673612490_235b2086_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_gap_cokl_1673612490_235b2086_progressive_thumbnail.jpg
kemeja_tangan_panjang_givenchy_1693140794_d9b50408_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_givenchy_1693140794_d9b50408_progressive_thumbnail.jpg
kemeja_tangan_panjang_lautream_1690807943_2c115c80_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_lautream_1690807943_2c115c80_progressive_thumbnail.jpg
kemeja_tangan_panjang_longslev_1665812734_383f1c47_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_longslev_1665812734_383f1c47_progressive_thumbnail.jpg
kemeja_tangan_panjang_longslev_1674747167_cafce537_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_longslev_1674747167_cafce537_progressive_thumbnail.jpg
kemeja_tangan_panjang_longslev_1674747690_dea2b844_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_longslev_1674747690_dea2b844_progressive_thumbnail.jpg
kemeja_tangan_panjang_longslev_1676279343_182dedda_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_longslev_1676279343_182dedda_progressive_thumbnail.jpg
kemeja_tangan_panjang_longslev_1692884534_7c4954c2_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_longslev_1692884534_7c4954c2_progressive_thumbnail.jpg
kemeja_tangan_panjang_motif_ab_1674746617_e5256e3d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_motif_ab_1674746617_e5256e3d_progressive_thumbnail.jpg
kemeja_tangan_panjang_polo_bek_1676278885_3d23cb80_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_polo_bek_1676278885_3d23cb80_progressive_thumbnail.jpg
kemeja_tangan_panjang_uniglo_n_1670611413_bc26dde0_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_uniglo_n_1670611413_bc26dde0_progressive_thumbnail.jpg
kemeja_tangan_panjang_uniglo_n_1670611602_0d4762fd_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_uniglo_n_1670611602_0d4762fd_progressive_thumbnail.jpg
kemeja_tangan_panjang_uniglo_n_1675242159_86b6d727_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_uniglo_n_1675242159_86b6d727_progressive_thumbnail.jpg
kemeja_tangan_panjang_workshit_1676277937_578ddd36_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_panjang_workshit_1676277937_578ddd36_progressive_thumbnail.jpg
kemeja_tangan_pendek_apc_bekas_1642328982_16e3dd42_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_apc_bekas_1642328982_16e3dd42_progressive_thumbnail.jpg
kemeja_tangan_pendek_claudio_v_1673612761_00389845_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_claudio_v_1673612761_00389845_progressive_thumbnail.jpg
kemeja_tangan_pendek_kotak_kot_1671361214_befe2472_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_kotak_kot_1671361214_befe2472_progressive_thumbnail.jpg
kemeja_tangan_pendek_mickey_mo_1675242647_5a86870e_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_mickey_mo_1675242647_5a86870e_progressive_thumbnail.jpg
kemeja_tangan_pendek_motor_bal_1673613803_1eacfe8d_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_motor_bal_1673613803_1eacfe8d_progressive_thumbnail.jpg
kemeja_tangan_pendek_number_ni_1674495205_68d748e6_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_number_ni_1674495205_68d748e6_progressive_thumbnail.jpg
kemeja_tangan_pendek_vtg_vinta_1690808256_f585729a_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_vtg_vinta_1690808256_f585729a_progressive_thumbnail.jpg
kemeja_tangan_pendek_workshit__1674747516_c1c1837e_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tangan_pendek_workshit__1674747516_c1c1837e_progressive_thumbnail.jpg
kemeja_tartan_kotakkotak_merah_1678173644_0bb2be42_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tartan_kotakkotak_merah_1678173644_0bb2be42_progressive_thumbnail.jpg
kemeja_the_simpsons_original_a_1692108931_f6e0c276_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_the_simpsons_original_a_1692108931_f6e0c276_progressive_thumbnail.jpg
kemeja_timberland_bekas_second_1676278975_e03ed980_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_timberland_bekas_second_1676278975_e03ed980_progressive_thumbnail.jpg
kemeja_tommy_hilfiger_second_b_1694887752_7525c9c3_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tommy_hilfiger_second_b_1694887752_7525c9c3_progressive_thumbnail.jpg
kemeja_topvalu_full_print_seco_1680738555_11e8c9c8_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_topvalu_full_print_seco_1680738555_11e8c9c8_progressive_thumbnail.jpg
kemeja_tshirt_merah_second_thr_1673590854_06d301be_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_tshirt_merah_second_thr_1673590854_06d301be_progressive_thumbnail.jpg
kemeja_uniqlo_corduroy_second__1680738591_8ed8ec9b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_corduroy_second__1680738591_8ed8ec9b_progressive_thumbnail.jpg
kemeja_uniqlo_corduroy_size_m__1691767108_c05c4635_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_corduroy_size_m__1691767108_c05c4635_progressive_thumbnail.jpg
kemeja_uniqlo_flannel_garis_mo_1686336261_c422aa43_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_flannel_garis_mo_1686336261_c422aa43_progressive_thumbnail.jpg
kemeja_uniqlo_full_print_secon_1680738501_cc5d7f97_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_full_print_secon_1680738501_cc5d7f97_progressive_thumbnail.jpg
kemeja_uniqlo_hitam_size_m_sec_1693062279_54128335_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_hitam_size_m_sec_1693062279_54128335_progressive_thumbnail.jpg
kemeja_uniqlo_kotakkotak_pria__1693229849_51fa9e8b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_kotakkotak_pria__1693229849_51fa9e8b_progressive_thumbnail.jpg
kemeja_uniqlo_kotak_kotak_size_1694696316_5020211b_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_kotak_kotak_size_1694696316_5020211b_progressive_thumbnail.jpg
kemeja_uniqlo_open_collar_shir_1693229284_2d952e6e_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_open_collar_shir_1693229284_2d952e6e_progressive_thumbnail.jpg
kemeja_uniqlo_second_bekas_pre_1691239322_472377a6_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_second_bekas_pre_1691239322_472377a6_progressive_thumbnail.jpg
kemeja_uniqlo_size_l_second_be_1694867382_8362ff35_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_size_l_second_be_1694867382_8362ff35_progressive_thumbnail.jpg
kemeja_uniqlo_stripe_second_be_1693228934_8a4874b4_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_uniqlo_stripe_second_be_1693228934_8a4874b4_progressive_thumbnail.jpg
kemeja_venezianiarrowmarie_cla_1677944257_2c9a9588_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_venezianiarrowmarie_cla_1677944257_2c9a9588_progressive_thumbnail.jpg
kemeja_veterano_hamilton_shirt_1680978119_ddd92b1c_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_veterano_hamilton_shirt_1680978119_ddd92b1c_progressive_thumbnail.jpg
kemeja_veterano_tbj_second_bek_1680738289_6348f0fc_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_veterano_tbj_second_bek_1680738289_6348f0fc_progressive_thumbnail.jpg
kemeja_vintage_bestree_size_l__1693032003_42f6dc83_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_vintage_bestree_size_l__1693032003_42f6dc83_progressive_thumbnail.jpg
kemeja_vintage_cygnus_size_l_s_1693036920_d88e9bca_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_vintage_cygnus_size_l_s_1693036920_d88e9bca_progressive_thumbnail.jpg
kemeja_vintage_havana_jack_caf_1684042344_ff92a784_progressive_thumbnail,Shirt,Clothes_Dataset\kemeja_vintage_havana_jack_caf_1684042344_ff92a784_progressive_thumbnail.jpg
kemej_flannel_vetterano_navy_b_1676277632_b72b23fa_progressive_thumbnail,Shirt,Clothes_Dataset\kemej_flannel_vetterano_navy_b_1676277632_b72b23fa_progressive_thumbnail.jpg
coatblazer_wanita_1696688614_ca361fce_progressive_thumbnail,Coat,Clothes_Dataset\coatblazer_wanita_1696688614_ca361fce_progressive_thumbnail.jpg
